policy_id,customer_id,product_type,campaign_flag,sales_channel,customer_tenure_days,payment_type,premium_amount,annual_premium_equivalent,cancellation_category,high_value_customer
707,18580,Auto,1,Telefone,210,Anual,1052.58,1052.58,Mudança de vida,0
708,17901,Auto,0,Balcão,806,Anual,1284.05,1284.05,Concorrência,1
709,14858,Auto,1,Balcão,335,Anual,1511.42,1511.42,Concorrência,1
710,16544,Vida,0,Balcão,520,Único,4725.85,4725.85,Pressão,1
711,14719,Vida,1,Online,418,Anual,703.16,703.16,Mudança de vida,0
712,12814,Saúde,0,Online,616,Mensal,20.08,240.98,Concorrência,0
713,13374,Vida,0,Online,799,Mensal,145.2,1742.43,Concorrência,1
714,11252,Saúde,1,Telefone,971,Anual,1671.37,1671.37,Concorrência,1
715,16996,Vida,0,Online,950,Mensal,119.39,1432.73,Administrativo,1
716,14673,Saúde,0,Balcão,846,Mensal,30.28,363.36,Concorrência,0
717,14530,Auto,0,Balcão,517,Mensal,78.18,938.1,Pressão,0
718,16881,Auto,0,Balcão,740,Anual,398.95,398.95,Pressão,0
719,16949,Saúde,0,Balcão,610,Mensal,22.07,264.84,Insatisfação,0
720,19521,Auto,1,Online,81,Anual,1201.25,1201.25,Pressão,1
721,16241,Saúde,0,Telefone,256,Anual,1738.89,1738.89,Administrativo,1
722,18017,Auto,1,Balcão,650,Mensal,137.37,1648.47,Pressão,1
723,16941,Vida,1,Online,733,Mensal,110.58,1326.94,Mudança de vida,1
724,19550,Auto,1,Online,949,Mensal,32.56,390.76,Mudança de vida,0
725,17002,Saúde,0,Balcão,864,Anual,667.7,667.7,Concorrência,0
726,11331,Vida,1,Balcão,617,Anual,739.29,739.29,Pressão,0
727,14261,Vida,0,Balcão,596,Anual,1430.51,1430.51,Concorrência,1
728,17648,Saúde,1,Balcão,944,Mensal,124.29,1491.51,Insatisfação,1
729,19550,Vida,1,Telefone,575,Mensal,70.06,840.77,Administrativo,0
730,15115,Vida,1,Balcão,353,Mensal,74.32,891.9,Insatisfação,0
731,14637,Saúde,0,Balcão,980,Anual,309.43,309.43,Pressão,0
732,14854,Saúde,1,Online,934,Mensal,57.59,691.05,Administrativo,0
733,13177,Saúde,0,Telefone,63,Mensal,78.67,944.0,Mudança de vida,0
734,17730,Auto,1,Balcão,739,Mensal,35.21,422.49,Insatisfação,0
735,12180,Saúde,1,Balcão,537,Mensal,78.92,947.1,Pressão,0
736,14892,Saúde,0,Balcão,620,Mensal,130.91,1570.95,Concorrência,1
737,17043,Vida,1,Balcão,541,Mensal,95.57,1146.86,Concorrência,0
738,10137,Auto,0,Balcão,567,Mensal,30.26,363.13,Insatisfação,0
739,16327,Vida,0,Online,972,Mensal,44.92,539.01,Concorrência,0
740,13472,Auto,0,Balcão,202,Anual,980.29,980.29,Concorrência,0
741,15449,Auto,0,Balcão,904,Anual,803.92,803.92,Pressão,0
742,12832,Saúde,1,Telefone,67,Mensal,66.63,799.61,Falta de necessidade,0
743,13579,Vida,0,Balcão,446,Anual,1065.66,1065.66,Pressão,0
744,15971,Auto,0,Balcão,120,Mensal,95.97,1151.66,Concorrência,0
745,14164,Auto,1,Balcão,138,Mensal,123.59,1483.1,Concorrência,1
746,17941,Vida,1,Telefone,858,Anual,771.91,771.91,Administrativo,0
747,15569,Vida,1,Balcão,715,Anual,1496.53,1496.53,Insatisfação,1
748,14300,Auto,1,Telefone,934,Anual,768.23,768.23,Concorrência,0
749,16269,Vida,1,Online,861,Mensal,27.21,326.48,Concorrência,0
750,13818,Auto,0,Balcão,335,Mensal,92.04,1104.53,Pressão,0
751,11906,Saúde,0,Telefone,17,Anual,1157.13,1157.13,Concorrência,0
752,16254,Vida,1,Balcão,38,Mensal,141.49,1697.88,Falta de necessidade,1
753,10760,Auto,0,Balcão,121,Mensal,114.39,1372.66,Concorrência,1
754,17830,Vida,1,Telefone,956,Anual,1671.73,1671.73,Concorrência,1
755,17350,Saúde,0,Online,682,Anual,1657.02,1657.02,Mudança de vida,1
756,16238,Vida,0,Online,140,Anual,1183.14,1183.14,Mudança de vida,0
757,16090,Vida,0,Balcão,197,Mensal,88.61,1063.31,Insatisfação,0
758,16031,Saúde,1,Balcão,684,Anual,1109.61,1109.61,Pressão,0
759,17687,Saúde,0,Online,718,Mensal,147.18,1766.2,Mudança de vida,1
760,19091,Saúde,1,Balcão,484,Mensal,120.51,1446.14,Concorrência,1
761,19911,Auto,0,Balcão,373,Anual,405.77,405.77,Insatisfação,0
762,18472,Saúde,0,Balcão,213,Mensal,121.2,1454.35,Insatisfação,1
763,11887,Vida,1,Balcão,221,Mensal,42.17,506.04,Pressão,0
764,13266,Vida,1,Telefone,630,Anual,937.87,937.87,Administrativo,0
765,10666,Auto,0,Balcão,285,Mensal,47.36,568.32,Pressão,0
766,14188,Auto,1,Telefone,82,Mensal,109.65,1315.75,Falta de necessidade,1
767,10671,Saúde,0,Balcão,688,Mensal,134.05,1608.6,Pressão,1
768,16777,Vida,0,Online,781,Mensal,57.75,692.96,Administrativo,0
769,17570,Vida,0,Balcão,252,Mensal,30.66,367.94,Insatisfação,0
770,17956,Auto,1,Balcão,796,Anual,705.65,705.65,Insatisfação,0
771,15124,Auto,1,Balcão,111,Anual,1288.88,1288.88,Insatisfação,1
772,15585,Saúde,0,Balcão,996,Mensal,62.74,752.87,Insatisfação,0
773,14777,Auto,1,Online,694,Anual,673.85,673.85,Mudança de vida,0
774,13900,Auto,0,Telefone,180,Mensal,43.98,527.72,Administrativo,0
775,16677,Vida,0,Online,662,Mensal,84.68,1016.13,Mudança de vida,0
776,16981,Saúde,0,Balcão,918,Anual,670.48,670.48,Concorrência,0
777,16376,Vida,0,Balcão,197,Mensal,115.03,1380.38,Concorrência,1
778,10523,Vida,0,Balcão,450,Único,1563.54,1563.54,Pressão,1
779,12393,Auto,0,Online,95,Mensal,106.32,1275.89,Administrativo,1
780,12593,Saúde,1,Online,485,Anual,610.59,610.59,Mudança de vida,0
781,19945,Saúde,0,Telefone,61,Mensal,83.61,1003.28,Mudança de vida,0
782,17240,Vida,0,Balcão,120,Mensal,57.19,686.3,Concorrência,0
783,16937,Vida,0,Online,958,Mensal,113.96,1367.52,Concorrência,1
784,16190,Vida,0,Balcão,886,Anual,1714.68,1714.68,Insatisfação,1
785,15240,Vida,0,Online,863,Mensal,139.22,1670.64,Mudança de vida,1
786,16493,Saúde,1,Online,52,Único,8332.46,8332.46,Pressão,1
787,12878,Vida,0,Online,220,Mensal,80.14,961.67,Administrativo,0
788,14143,Saúde,1,Online,977,Mensal,126.38,1516.55,Mudança de vida,1
789,13644,Vida,1,Balcão,209,Mensal,108.83,1305.99,Pressão,1
790,14432,Vida,0,Online,819,Anual,526.36,526.36,Concorrência,0
791,11276,Vida,1,Balcão,867,Anual,1520.63,1520.63,Insatisfação,1
792,15811,Saúde,0,Online,761,Mensal,75.75,909.06,Concorrência,0
793,10302,Saúde,1,Balcão,636,Anual,534.82,534.82,Pressão,0
794,10638,Saúde,0,Online,35,Mensal,56.63,679.6,Mudança de vida,0
795,10055,Saúde,0,Telefone,928,Anual,657.34,657.34,Mudança de vida,0
796,18717,Auto,0,Telefone,308,Anual,1049.96,1049.96,Administrativo,0
797,18150,Vida,0,Telefone,86,Mensal,50.47,605.62,Mudança de vida,0
798,12125,Vida,0,Online,933,Mensal,36.06,432.76,Administrativo,0
799,10364,Auto,0,Online,146,Único,3352.06,3352.06,Administrativo,1
800,16809,Saúde,0,Online,29,Anual,1149.91,1149.91,Administrativo,0
801,14621,Vida,1,Telefone,449,Mensal,115.52,1386.22,Administrativo,1
802,15126,Auto,1,Balcão,220,Mensal,61.8,741.59,Pressão,0
803,15122,Auto,0,Telefone,761,Mensal,24.5,294.06,Mudança de vida,0
804,11646,Vida,0,Telefone,560,Mensal,36.54,438.47,Concorrência,0
805,10918,Saúde,1,Online,444,Anual,1666.92,1666.92,Mudança de vida,1
806,12797,Saúde,1,Balcão,789,Anual,1009.93,1009.93,Concorrência,0
807,16506,Saúde,1,Balcão,216,Mensal,78.96,947.57,Insatisfação,0
808,15870,Vida,0,Telefone,448,Mensal,24.95,299.36,Administrativo,0
809,11531,Vida,0,Balcão,983,Mensal,114.72,1376.67,Pressão,1
810,18172,Saúde,0,Telefone,788,Mensal,88.65,1063.79,Administrativo,0
811,13345,Saúde,0,Balcão,675,Mensal,46.27,555.25,Pressão,0
812,17673,Auto,1,Balcão,51,Mensal,34.31,411.72,Pressão,0
813,16949,Saúde,1,Telefone,420,Mensal,69.84,838.09,Concorrência,0
814,16882,Vida,0,Online,532,Mensal,128.83,1545.97,Administrativo,1
815,11906,Saúde,1,Online,815,Mensal,132.49,1589.86,Concorrência,1
816,13086,Vida,0,Online,619,Mensal,98.37,1180.44,Administrativo,0
817,18152,Saúde,0,Balcão,436,Mensal,114.58,1374.96,Concorrência,1
818,15750,Saúde,0,Online,284,Mensal,34.97,419.64,Administrativo,0
819,18905,Vida,1,Balcão,457,Mensal,96.46,1157.48,Pressão,0
820,11062,Saúde,0,Telefone,911,Mensal,106.71,1280.47,Administrativo,1
821,11976,Vida,1,Telefone,951,Mensal,46.09,553.11,Administrativo,0
822,11296,Vida,1,Balcão,893,Anual,1613.04,1613.04,Pressão,1
823,16229,Vida,0,Online,751,Único,3635.44,3635.44,Mudança de vida,1
824,17641,Vida,0,Online,378,Anual,729.02,729.02,Mudança de vida,0
825,10125,Auto,1,Balcão,947,Mensal,100.67,1208.07,Pressão,1
826,14632,Saúde,0,Telefone,229,Anual,1235.83,1235.83,Concorrência,1
827,16288,Vida,1,Balcão,586,Anual,1331.04,1331.04,Concorrência,1
828,13596,Saúde,1,Balcão,876,Mensal,34.56,414.74,Insatisfação,0
829,16168,Vida,0,Online,241,Mensal,130.43,1565.16,Concorrência,1
830,19795,Auto,0,Online,337,Anual,1071.24,1071.24,Administrativo,0
831,17561,Saúde,1,Online,452,Mensal,81.27,975.26,Mudança de vida,0
832,18258,Auto,1,Online,61,Mensal,147.54,1770.51,Falta de necessidade,1
833,10232,Vida,0,Online,895,Anual,1394.99,1394.99,Concorrência,1
834,19361,Saúde,0,Online,952,Anual,424.09,424.09,Concorrência,0
835,16371,Saúde,0,Balcão,385,Mensal,118.35,1420.2,Pressão,1
836,14206,Auto,1,Balcão,272,Mensal,32.38,388.59,Insatisfação,0
837,19685,Vida,1,Balcão,276,Mensal,23.57,282.85,Pressão,0
838,17943,Vida,1,Balcão,368,Anual,869.66,869.66,Concorrência,0
839,16891,Auto,0,Online,326,Mensal,149.17,1789.98,Mudança de vida,1
840,16738,Saúde,0,Balcão,333,Mensal,42.73,512.82,Concorrência,0
841,12472,Vida,1,Balcão,930,Anual,1289.33,1289.33,Pressão,1
842,12739,Vida,0,Balcão,917,Mensal,42.54,510.5,Pressão,0
843,15401,Auto,0,Telefone,675,Anual,1370.67,1370.67,Concorrência,1
844,11761,Vida,0,Telefone,879,Mensal,85.7,1028.35,Mudança de vida,0
845,10876,Auto,1,Online,887,Mensal,108.4,1300.76,Administrativo,1
846,13812,Auto,1,Telefone,661,Anual,556.48,556.48,Administrativo,0
847,19504,Vida,0,Online,948,Mensal,116.93,1403.18,Administrativo,1
848,11460,Saúde,0,Online,572,Mensal,149.43,1793.17,Mudança de vida,1
849,11733,Vida,1,Balcão,638,Mensal,106.53,1278.41,Insatisfação,1
850,11605,Vida,1,Online,430,Anual,1009.83,1009.83,Concorrência,0
851,15622,Auto,0,Online,55,Único,13486.09,13486.09,Administrativo,1
852,16767,Auto,0,Online,830,Único,1871.68,1871.68,Mudança de vida,1
853,16986,Saúde,0,Online,609,Mensal,114.89,1378.68,Concorrência,1
854,13517,Saúde,1,Online,729,Mensal,135.54,1626.44,Concorrência,1
855,13735,Vida,0,Online,898,Mensal,28.02,336.21,Mudança de vida,0
856,19352,Vida,0,Telefone,278,Anual,942.1,942.1,Mudança de vida,0
857,18434,Vida,1,Balcão,610,Mensal,46.61,559.36,Insatisfação,0
858,12590,Vida,1,Online,390,Único,10826.82,10826.82,Administrativo,1
859,11063,Vida,0,Balcão,127,Mensal,104.44,1253.29,Concorrência,1
860,14324,Vida,1,Online,575,Único,2403.94,2403.94,Concorrência,1
861,19111,Vida,0,Online,962,Anual,957.57,957.57,Mudança de vida,0
862,15342,Vida,0,Balcão,125,Anual,675.77,675.77,Pressão,0
863,10005,Saúde,0,Online,639,Mensal,68.02,816.25,Administrativo,0
864,17489,Auto,1,Balcão,269,Mensal,40.74,488.88,Concorrência,0
865,18659,Vida,0,Online,84,Mensal,135.12,1621.47,Administrativo,1
866,18195,Auto,1,Balcão,489,Mensal,21.3,255.62,Concorrência,0
867,15966,Auto,1,Online,314,Mensal,134.71,1616.56,Mudança de vida,1
868,18837,Vida,1,Balcão,16,Mensal,94.32,1131.82,Falta de necessidade,0
869,10117,Auto,1,Online,375,Mensal,63.12,757.39,Concorrência,0
870,12551,Saúde,1,Balcão,643,Anual,1367.97,1367.97,Pressão,1
871,15560,Saúde,0,Telefone,532,Anual,1032.09,1032.09,Administrativo,0
872,14289,Vida,0,Telefone,357,Mensal,84.88,1018.61,Mudança de vida,0
873,10846,Saúde,1,Telefone,447,Único,1541.75,1541.75,Mudança de vida,1
874,16316,Vida,0,Online,224,Mensal,70.64,847.65,Concorrência,0
875,16469,Saúde,1,Online,438,Mensal,51.34,616.06,Concorrência,0
876,19333,Saúde,1,Balcão,800,Mensal,22.04,264.49,Concorrência,0
877,18915,Saúde,0,Balcão,507,Anual,801.76,801.76,Pressão,0
878,10224,Saúde,1,Balcão,549,Mensal,31.68,380.12,Pressão,0
879,14208,Auto,0,Online,756,Mensal,53.39,640.65,Mudança de vida,0
880,16283,Vida,0,Telefone,376,Anual,384.33,384.33,Mudança de vida,0
881,12048,Vida,0,Balcão,322,Mensal,33.12,397.47,Pressão,0
882,16233,Auto,0,Telefone,547,Anual,550.46,550.46,Concorrência,0
883,19765,Vida,1,Online,930,Único,7587.27,7587.27,Concorrência,1
884,11828,Vida,1,Online,63,Único,1906.17,1906.17,Falta de necessidade,1
885,11917,Vida,1,Balcão,550,Mensal,103.03,1236.33,Concorrência,1
886,14234,Vida,0,Balcão,476,Mensal,38.36,460.34,Insatisfação,0
887,16988,Auto,0,Online,874,Mensal,139.68,1676.18,Mudança de vida,1
888,12026,Saúde,1,Online,173,Mensal,32.17,386.07,Mudança de vida,0
889,13744,Auto,0,Balcão,791,Mensal,144.16,1729.9,Concorrência,1
890,19093,Saúde,1,Online,343,Mensal,99.42,1193.05,Concorrência,0
891,10009,Saúde,1,Telefone,556,Único,1819.48,1819.48,Administrativo,1
892,10260,Vida,1,Telefone,807,Único,15111.39,15111.39,Administrativo,1
893,16038,Saúde,1,Telefone,357,Mensal,87.82,1053.87,Administrativo,0
894,19865,Vida,0,Balcão,282,Mensal,54.15,649.76,Concorrência,0
895,12219,Auto,1,Balcão,972,Mensal,119.75,1436.96,Insatisfação,1
896,17041,Auto,0,Online,729,Mensal,140.47,1685.6,Mudança de vida,1
897,12060,Vida,1,Balcão,759,Anual,994.56,994.56,Concorrência,0
898,15287,Auto,0,Balcão,423,Anual,732.26,732.26,Insatisfação,0
899,11619,Auto,1,Balcão,509,Anual,1470.75,1470.75,Pressão,1
900,18512,Saúde,1,Balcão,102,Anual,1303.59,1303.59,Insatisfação,1
901,11342,Vida,0,Balcão,694,Mensal,135.54,1626.45,Insatisfação,1
902,12832,Saúde,0,Balcão,88,Anual,1320.32,1320.32,Concorrência,1
903,12824,Saúde,1,Balcão,631,Mensal,51.66,619.9,Insatisfação,0
904,11994,Vida,0,Balcão,226,Mensal,141.12,1693.39,Pressão,1
905,13490,Vida,0,Online,956,Mensal,33.63,403.54,Administrativo,0
906,19310,Auto,0,Online,367,Mensal,54.83,657.99,Administrativo,0
907,17984,Vida,0,Online,627,Mensal,87.63,1051.5,Concorrência,0
908,11604,Saúde,1,Balcão,516,Mensal,93.55,1122.56,Pressão,0
909,10235,Auto,0,Balcão,568,Único,2145.42,2145.42,Pressão,1
910,11908,Auto,0,Online,190,Mensal,121.47,1457.69,Concorrência,1
911,18567,Vida,0,Online,585,Mensal,67.01,804.11,Mudança de vida,0
912,13530,Auto,0,Online,255,Mensal,72.83,874.01,Mudança de vida,0
913,15256,Vida,0,Balcão,253,Anual,1502.62,1502.62,Concorrência,1
914,12635,Vida,0,Telefone,515,Mensal,69.31,831.68,Concorrência,0
915,18162,Saúde,0,Balcão,431,Único,2057.21,2057.21,Insatisfação,1
916,19762,Vida,0,Balcão,329,Anual,515.25,515.25,Pressão,0
917,12560,Vida,1,Online,96,Mensal,144.27,1731.21,Concorrência,1
918,15415,Saúde,0,Online,226,Anual,349.83,349.83,Administrativo,0
919,13391,Vida,1,Balcão,499,Mensal,66.14,793.69,Pressão,0
920,15951,Vida,0,Balcão,528,Mensal,85.41,1024.96,Pressão,0
921,15468,Saúde,0,Online,287,Anual,1009.52,1009.52,Concorrência,0
922,18007,Auto,1,Balcão,858,Mensal,20.51,246.18,Concorrência,0
923,19064,Saúde,0,Balcão,731,Mensal,85.15,1021.81,Insatisfação,0
924,19444,Vida,1,Balcão,178,Mensal,69.89,838.69,Pressão,0
925,16413,Saúde,1,Telefone,339,Mensal,146.37,1756.44,Mudança de vida,1
926,16941,Vida,0,Balcão,659,Único,4854.96,4854.96,Concorrência,1
927,19506,Vida,1,Telefone,450,Mensal,66.04,792.48,Mudança de vida,0
928,14820,Auto,1,Online,400,Anual,894.39,894.39,Concorrência,0
929,12898,Vida,0,Telefone,505,Mensal,70.79,849.48,Concorrência,0
930,17546,Vida,0,Telefone,390,Anual,1278.7,1278.7,Mudança de vida,1
931,10077,Saúde,0,Balcão,315,Mensal,48.02,576.2,Concorrência,0
932,17577,Saúde,1,Balcão,751,Mensal,48.74,584.87,Concorrência,0
933,14227,Saúde,1,Balcão,996,Anual,1377.57,1377.57,Insatisfação,1
934,10600,Vida,1,Balcão,829,Mensal,85.04,1020.45,Pressão,0
935,11065,Vida,1,Online,682,Mensal,73.97,887.64,Mudança de vida,0
936,12136,Vida,0,Balcão,522,Mensal,42.0,503.96,Insatisfação,0
937,19510,Vida,0,Balcão,757,Anual,532.54,532.54,Insatisfação,0
938,16943,Saúde,1,Balcão,958,Mensal,21.37,256.46,Pressão,0
939,17804,Auto,0,Telefone,197,Único,1860.61,1860.61,Mudança de vida,1
940,16565,Auto,1,Balcão,939,Mensal,92.39,1108.67,Pressão,0
941,15984,Auto,0,Balcão,525,Mensal,135.94,1631.32,Concorrência,1
942,15142,Saúde,0,Balcão,922,Anual,687.98,687.98,Concorrência,0
943,14670,Saúde,1,Telefone,653,Anual,751.29,751.29,Administrativo,0
944,12190,Vida,1,Online,436,Anual,420.34,420.34,Mudança de vida,0
945,19184,Saúde,0,Balcão,511,Único,7474.5,7474.5,Concorrência,1
946,12712,Saúde,1,Balcão,739,Mensal,24.84,298.07,Pressão,0
947,12192,Vida,0,Balcão,269,Mensal,139.29,1671.46,Insatisfação,1
948,11248,Vida,1,Balcão,522,Mensal,107.5,1290.05,Concorrência,1
949,14033,Auto,1,Telefone,80,Anual,1785.57,1785.57,Pressão,1
950,11997,Vida,1,Online,487,Anual,1617.2,1617.2,Concorrência,1
951,13687,Vida,1,Balcão,187,Mensal,81.49,977.87,Pressão,0
952,14018,Saúde,0,Telefone,466,Mensal,87.56,1050.71,Mudança de vida,0
953,11970,Auto,0,Balcão,198,Mensal,44.77,537.3,Insatisfação,0
954,18389,Saúde,1,Online,300,Anual,960.78,960.78,Concorrência,0
955,15765,Saúde,0,Telefone,529,Mensal,137.39,1648.72,Administrativo,1
956,11202,Vida,1,Balcão,774,Mensal,26.61,319.33,Insatisfação,0
957,18135,Saúde,0,Online,929,Mensal,132.26,1587.15,Concorrência,1
958,15567,Vida,1,Balcão,988,Anual,771.88,771.88,Pressão,0
959,17667,Auto,1,Balcão,301,Anual,1643.24,1643.24,Pressão,1
960,15742,Saúde,1,Balcão,955,Anual,1707.77,1707.77,Concorrência,1
961,15788,Vida,0,Balcão,765,Mensal,107.21,1286.55,Pressão,1
962,15408,Vida,1,Online,644,Mensal,106.38,1276.5,Concorrência,1
963,18669,Vida,0,Telefone,820,Anual,946.3,946.3,Mudança de vida,0
964,19446,Vida,0,Online,292,Único,9241.41,9241.41,Administrativo,1
965,10922,Vida,1,Telefone,553,Mensal,145.01,1740.12,Administrativo,1
966,10419,Saúde,1,Telefone,855,Mensal,120.76,1449.13,Mudança de vida,1
967,12204,Saúde,1,Balcão,386,Mensal,100.85,1210.22,Pressão,1
968,11120,Vida,0,Balcão,667,Mensal,98.88,1186.6,Insatisfação,0
969,10950,Vida,0,Balcão,165,Anual,1565.17,1565.17,Pressão,1
970,12336,Vida,0,Online,517,Mensal,90.36,1084.28,Mudança de vida,0
971,15373,Auto,0,Telefone,422,Mensal,124.5,1494.02,Administrativo,1
972,12243,Vida,0,Balcão,537,Mensal,86.16,1033.86,Pressão,0
973,12645,Saúde,1,Online,364,Mensal,28.12,337.41,Administrativo,0
974,14612,Auto,0,Online,568,Mensal,69.91,838.96,Concorrência,0
975,11865,Saúde,1,Online,772,Mensal,77.78,933.33,Mudança de vida,0
976,16028,Auto,1,Balcão,196,Mensal,38.41,460.92,Insatisfação,0
977,17326,Vida,1,Balcão,40,Anual,399.89,399.89,Pressão,0
978,16371,Auto,1,Balcão,269,Mensal,89.61,1075.33,Pressão,0
979,16359,Vida,1,Balcão,430,Mensal,31.07,372.82,Insatisfação,0
980,17863,Vida,0,Balcão,538,Único,5373.78,5373.78,Pressão,1
981,13228,Saúde,0,Online,560,Anual,1401.57,1401.57,Mudança de vida,1
982,13719,Auto,0,Balcão,313,Anual,1744.51,1744.51,Pressão,1
983,12371,Auto,0,Telefone,951,Mensal,113.32,1359.88,Mudança de vida,1
984,12891,Vida,1,Online,995,Mensal,149.04,1788.5,Mudança de vida,1
985,13756,Vida,0,Online,953,Mensal,110.78,1329.41,Concorrência,1
986,14225,Auto,1,Balcão,48,Mensal,58.19,698.32,Falta de necessidade,0
987,10094,Vida,1,Online,498,Mensal,107.37,1288.4,Concorrência,1
988,12674,Auto,0,Telefone,653,Único,10804.27,10804.27,Administrativo,1
989,16898,Auto,1,Balcão,551,Mensal,68.32,819.89,Concorrência,0
990,10793,Saúde,0,Balcão,679,Mensal,22.3,267.63,Insatisfação,0
991,12116,Vida,0,Online,287,Mensal,111.42,1336.99,Concorrência,1
992,15779,Saúde,1,Balcão,212,Mensal,22.82,273.85,Pressão,0
993,16166,Vida,0,Balcão,75,Anual,1224.65,1224.65,Concorrência,1
994,10814,Auto,1,Balcão,117,Mensal,41.27,495.24,Pressão,0
995,10345,Saúde,0,Balcão,277,Anual,1122.34,1122.34,Pressão,0
996,18554,Auto,0,Online,231,Único,7630.4,7630.4,Administrativo,1
997,12443,Vida,1,Balcão,813,Mensal,21.76,261.08,Pressão,0
998,17783,Auto,0,Telefone,539,Mensal,67.17,806.07,Mudança de vida,0
999,10984,Saúde,0,Online,99,Único,4691.44,4691.44,Concorrência,1
1000,17790,Vida,0,Online,702,Anual,1563.83,1563.83,Concorrência,1
